File Name,Emotion (Label),Emotional Intensity,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,STD_1,STD_2,STD_3,STD_4,STD_5,STD_6,STD_7,STD_8,STD_9,STD_10,STD_11,STD_12,Mean,CentroidSTD
03-01-05-01-02-01-16.wav,2,0,-563.2865601,49.64883804,-6.105738163,10.45823479,-5.491734028,-0.331517607,-9.950891495,-0.90741241,-10.08036995,-7.562868118,-8.875397682,-1.283276796,-4.365170479,165.6388397,75.37172699,32.39979172,27.25842285,22.77179909,19.36673927,20.82521629,12.20133018,14.74836349,12.79056072,11.87599087,8.450802803,8.778576851,5197.620555,4040.93157
03-01-06-01-02-02-16.wav,2,0,-582.4150391,53.82775879,-6.217735767,7.703193665,-1.535678387,4.751631737,-11.03525639,-6.731741428,-12.88144493,-9.406087875,-5.080708027,0.433189839,-7.476512909,135.177597,74.51496887,22.30414963,24.86754799,19.32672691,12.59751129,18.82189751,12.53660297,14.24338341,11.96388817,11.53888226,9.123725891,9.544958115,4251.116912,3833.178183
03-01-06-02-01-02-16.wav,2,1,-418.4998779,39.59127426,-25.59210777,-2.834798098,-5.696197987,-2.106591702,-18.49292564,-7.546037674,-12.40619564,-9.510558128,-6.937021255,-1.207586765,-9.490371704,125.7995529,48.25775909,28.71130371,20.52914238,20.07336235,15.6776619,20.79877281,15.21436119,15.93358326,12.58282471,14.52260876,10.21783924,10.28749275,5423.216356,2602.968172
03-01-05-02-01-01-16.wav,2,1,-470.2106934,48.58982468,-8.505513191,5.728757858,-3.026507139,-2.571905613,-14.42211056,0.161043882,-6.639500618,-8.884906769,-6.192270279,0.930370688,-5.094511032,149.0428314,60.55911255,28.24652672,25.62889671,20.71518898,14.97796059,24.50581169,12.14779186,11.12257099,13.35945511,9.980773926,8.499662399,10.50717449,4645.976944,3344.549023
03-01-07-01-01-01-16.wav,2,0,-650.4923096,64.39037323,0.829219162,11.52389812,-0.358621895,3.591317177,-6.460954666,0.640663683,-12.07295513,-4.115120411,-5.827715397,1.092908144,-3.342395067,159.5679474,69.96854401,28.00601768,24.88324356,17.72736549,13.12175274,17.54923058,12.14003086,16.00583267,9.021239281,11.66036129,8.707147598,9.915019035,4275.877752,3660.202178
03-01-04-01-01-02-16.wav,2,0,-699.4721069,72.06031799,7.297576427,10.88404274,3.873194456,2.345424175,-9.802933693,-5.979671478,-11.09262753,-4.559789181,-3.895549059,-1.749617338,-6.400800228,134.1020355,69.85857391,26.78980827,21.8435173,15.98532295,14.35576439,16.99903297,13.71713924,13.65884304,8.523582458,8.868429184,7.496454239,9.036434174,5011.229694,3588.647943
03-01-04-02-02-02-16.wav,2,1,-634.4852905,71.03974915,-6.56692934,7.721406937,-0.305422693,6.991355419,-15.02829266,-12.16797256,-16.92611313,-4.678616047,-3.389842749,-0.923980474,-9.096960068,148.5458069,80.76996613,23.34484482,26.91210556,20.75509644,13.55841064,19.93146133,13.06949139,17.13715553,11.02853012,12.44438267,9.032954216,9.829259872,5800.435091,3525.104256
03-01-07-02-02-01-16.wav,2,1,-600.0875244,59.8666954,6.064599037,18.24707794,-2.050233126,7.75121212,-12.60553646,-2.612661839,-10.89064503,-7.045820236,-7.597345352,2.06953454,-6.358902931,156.6813049,80.0283432,27.7312851,29.36509514,26.11859512,19.00423622,22.21876907,12.41454697,14.23509407,11.94700623,11.41200924,8.522092819,9.671646118,5291.650897,3481.084745
03-01-08-02-02-01-16.wav,0,1,-538.6835327,53.07104874,-7.990158081,1.059099555,-5.061295986,1.435333014,-16.12151337,-7.494620323,-11.94677448,-6.214511395,-7.865436077,-1.755579472,-9.163766861,170.8233337,73.73571014,27.40434074,26.70739746,19.61859131,15.50152397,24.36470795,12.84487343,15.69663429,10.71741772,13.52036667,9.290279388,11.49434662,6056.128,3278.013189
03-01-08-01-01-01-16.wav,0,0,-634.4155884,60.700737,-4.737706184,2.859661102,-0.497123629,-0.025504606,-11.30206203,-6.281991482,-9.782394409,-4.028159142,-2.603701591,-1.520769119,-7.360800266,142.5822906,75.01545715,26.54602623,22.00884819,16.74540138,15.02427006,18.59672356,12.84248924,16.10572624,8.360519409,8.72661972,9.055898666,9.764855385,4208.861509,3916.373646
03-01-03-02-02-02-16.wav,0,1,-554.5332031,52.55882263,-7.92726326,5.601349831,-0.756460488,3.424510717,-13.46536732,-4.805655003,-8.314220428,-6.79966116,-3.569826841,1.108612657,-3.927042246,145.1399536,78.13645935,25.80021667,26.3432827,23.73277473,16.03082657,20.23073769,11.92876816,12.9421072,13.26630211,9.917629242,8.080690384,8.84357357,5615.084894,3961.831898
03-01-03-01-01-02-16.wav,0,0,-593.4962158,56.98053741,-7.23717165,7.515977383,2.231408596,4.32875824,-9.237195015,-2.936280727,-8.243587494,-3.294951916,-1.667532802,-0.73136121,-5.513164043,143.2194061,70.27082825,25.83003044,25.74186707,17.46052551,14.90902519,18.70771408,13.51578331,13.85404682,10.6356039,8.358660698,7.525853634,9.991372108,6200.461107,3437.742112
03-01-02-02-01-01-16.wav,1,1,-674.0994263,62.79506683,3.560336351,9.729162216,-0.023848604,4.420301437,-9.839371681,-3.749168396,-8.619714737,-1.415331602,-2.382402182,-2.656625986,-5.495179653,133.4702911,69.0173645,27.25605583,24.87572289,16.70392418,12.94836712,17.71492386,13.64549923,13.40353584,7.714836597,9.419710159,7.357602119,8.20024395,5721.097529,3865.339967
03-01-01-01-02-02-16.wav,1,0,-665.2717896,57.93363571,5.258662224,13.23638248,0.668557942,6.644536972,-11.58332157,-4.477790356,-8.907587051,-3.728564739,-3.097232819,-3.317338467,-4.504300117,140.7091217,80.42630005,27.2864666,30.13319969,21.37098503,14.47004795,21.01669502,11.9276762,14.55551434,10.39354134,7.376755714,8.408263206,7.581675053,4880.382647,3954.875772
03-01-02-01-02-01-16.wav,1,0,-690.687439,57.28739548,8.06551075,16.85511589,0.465011477,8.735891342,-13.02431583,-4.503686905,-8.185371399,-2.893562317,-4.409371853,-2.119326591,-6.247130394,140.5269165,73.6101532,22.33796501,30.22486305,17.89830208,14.37685299,19.86960411,11.91727448,11.77142429,11.04527378,9.658003807,7.435658932,9.223231316,5635.210294,4062.592496
03-01-03-02-01-01-16.wav,0,1,-567.0823975,57.70422745,-11.60136223,2.513104916,-0.605767787,2.512794256,-10.71215916,-4.47667551,-10.47563839,-7.112624168,-4.617994308,0.41588071,-6.385459423,151.4846802,69.10434723,26.90563393,26.66969299,15.93078804,15.66451836,19.53576088,14.60333729,15.20361042,11.07969761,10.98250675,8.035326958,9.186198235,5035.120015,3926.539063
03-01-03-01-02-01-16.wav,0,0,-598.6889038,55.58522415,-1.423776627,7.487048626,1.955167532,5.545228481,-10.15837002,-5.569571495,-8.577681541,-4.661826134,-4.122369289,-1.211681843,-5.667054176,135.8668365,76.88127899,26.06752205,26.86829948,19.5424099,15.06894684,18.89983559,13.21686459,14.62302208,11.67994499,10.76765156,7.571485043,8.945096016,6649.877662,3912.586503
03-01-02-02-02-02-16.wav,1,1,-696.097229,66.14794159,7.069854259,14.0154829,-3.426547766,9.011339188,-12.01090527,-6.854057312,-8.274953842,-2.623541594,-5.335363865,-1.387211442,-4.876340866,153.6302032,80.57543182,21.99076653,30.99731636,20.60172653,13.85718632,18.34600449,11.08044052,13.45376492,9.858431816,11.75955677,7.185321331,9.472202301,5367.309791,4220.6296
03-01-02-01-01-02-16.wav,1,0,-677.4262085,69.57673645,6.553034782,15.26047325,2.204247475,8.824959755,-12.8196888,-4.031022549,-5.388324738,-2.376210928,-2.483878374,-4.487965107,-5.576415539,131.8124084,68.50225067,25.89639854,27.48394394,17.64853668,14.65796375,20.6990509,13.44837952,12.98577881,8.786284447,8.529193878,7.65060997,9.337447166,3994.656393,3422.668294
03-01-01-01-01-01-16.wav,1,0,-693.5733032,69.53658295,8.307067871,12.56941128,1.820407987,5.631784439,-9.472465515,-2.631536484,-6.655186653,-3.85336113,-4.374628067,-1.851171613,-4.994950771,139.0366058,76.30513763,27.29080391,24.54070473,16.92936516,14.14369392,19.20318604,11.94100285,13.17157555,9.700471878,8.2234478,8.532365799,9.07998848,4662.600711,4069.77833
03-01-06-01-01-01-16.wav,2,0,-599.0252075,59.32427979,-5.274423599,4.39802742,1.466053367,2.264465094,-11.35067081,-3.826890945,-10.80155754,-8.760663986,-5.855504036,-0.198605597,-6.510923386,136.6064148,64.72388458,25.97607231,20.18989754,16.2702961,12.61842918,18.59794235,13.06823444,13.1209116,11.5658865,10.86319065,9.366908073,9.617821693,4906.428897,3710.935118
